ID,Organism,type
391,rifcsplowo2_01_scaffold_240_75,Woesearchaeota,II/III
392,rifcsplowo2_01_scaffold_240_75,Woesearchaeota,II/III
393,rifoxyb1_full_scaffold_364_31,Woesearchaeota,II/III
394,rifoxyb1_full_scaffold_364_31,Woesearchaeota,II/III
395,RBCSeed_15 gi|503485760|ref|WP_013720421.1|,reference,II/III
396,rifcsp2_19_4_full_scaffold_215841_1,Micrarchaeota,IIIb
397,rifcsp2_19_4_full_scaffold_215841_1,Micrarchaeota,IIIb
398,gwa1_scaffold_15687_9,Pacearchaeota,IIIb
399,gwa1_scaffold_15687_9,Pacearchaeota,IIIb
400,rifcsphigho2_01_scaffold_526185_2,Pacearchaeota,IIIb
401,rifcsphigho2_01_scaffold_526185_2,Pacearchaeota,IIIb
402,rifcsplowo2_01_scaffold_159415_2,Pacearchaeota,IIIb
403,rifcsplowo2_01_scaffold_159415_2,Pacearchaeota,IIIb
404,rifcsplowo2_01_sub10_scaffold_35299_1,Pacearchaeota,IIIb
405,rifcsplowo2_01_sub10_scaffold_35299_1,Pacearchaeota,IIIb
406,rifcsphigho2_01_scaffold_37456_9,Woesearchaeota,IIIb
407,rifcsphigho2_01_scaffold_37456_9,Woesearchaeota,IIIb
408,rifcsplowo2_01_scaffold_16673_1,Woesearchaeota,IIIb
409,rifcsplowo2_01_scaffold_16673_1,Woesearchaeota,IIIb
410,WP006666558_Natrialba_aegyptia_DSM_1307_REF,reference,IIIb
411,WP006666558_Natrialba_aegyptia_DSM_1307_REF,reference,IIIb
412,RBC_29 gi|516847257|ref|WP_018128943.1|,reference,IIIb
413,gi|495596802|ref|WP_008321381.1| type III ribulose-bisphosphate carboxylase [Haloferax mucosum] >gi|445740100|gb|ELZ91606.1| ribulose bisophosphate carboxylase [Haloferax mucosum ATCC BAA-1512],reference,IIIb
414,WP008323546_Haloferax_elongans_ATCC_BAA151_REF,reference,IIIb
415,WP008323546_Haloferax_elongans_ATCC_BAA151_REF,reference,IIIb
416,WP009365917_Halogranum_salarium_B_REF,reference,IIIb
417,WP009365917_Halogranum_salarium_B_REF,reference,IIIb
418,YP_003669400_Staphylothermus_hellenicus_DSM_12710_II_REF,reference,IIIb
419,YP_003669400_Staphylothermus_hellenicus_DSM_12710_II_REF,reference,IIIb
420,"gi|500076877|ref|WP_011752890.1| type III ribulose-bisphosphate carboxylase [Thermofilum pendens] >gi|119525253|gb|ABL78625.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Thermofilum pendens Hrk 5]",reference,IIIb
421,UBA2393contig_52368_1,Gottesmanbacteria,IIIc
422,UBA2393contig_52368_1,Gottesmanbacteria,IIIc
423,bjp_ig2599_sub10_scaffold_364_11,Parcubacteria,IIIc
424,bjp_ig2599_sub10_scaffold_364_11,Parcubacteria,IIIc
425,rifoxyc3_full_scaffold_6738_7,Gottesmanbacteria,IIIlike
426,rifoxyc3_full_scaffold_6738_7,Gottesmanbacteria,IIIlike
427,14_1009_16_20cm_scaffold_137301_2,Parcubacteria,IV
428,14_1009_16_20cm_scaffold_137301_2,Parcubacteria,IV
429,RBC_37 gwa2_scaffold_134_63,Microgenomates,IIIlike
430,RBC4_73 gwe2_scaffold_1773_6,Peregrinibacteria,II/III
431,"cg1_0.2_scaffold_115_c_6 ribulose bisphosphate carboxylase, type III (EC:4.1.1.39); K01601 ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39] Tax=CG_Pacearch_04 id=92070905 bin=""CG1_02_FULL_Pacearchaeota_31_27_curated"" species=CG_Pacearch_04 genus=unknown taxon_order=unknown taxon_class=unknown phylum=Pacearchaeota organism_tax=CG_Pacearch_04, Pacearchaeota, Archaea",Pacearchaeota,IIIb
432,"cg1_0.2_scaffold_4554_c_7 rbcL; ribulose bisophosphate carboxylase (EC:4.1.1.39); K01601 ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39] Tax=CG_Pacearch_06 id=91909415 bin=""CG1_02_FULL_novel_Archaea_34_218_curated"" species=CG_Pacearch_06 genus=unknown taxon_order=unknown taxon_class=unknown phylum=Pacearchaeota organism_tax=CG_Pacearch_06, Pacearchaeota, Archaea",Pacearchaeota,IIIb
433,"cg1_0.2_scaffold_7288_c_2 rbcL; ribulose bisophosphate carboxylase (EC:4.1.1.39); K01601 ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39] Tax=CG_Micra_01 id=91821780 bin=""CG1_02_FULL_Micrarchaeota_49_24_curated"" species=CG_Micra_01 genus=unknown taxon_order=unknown taxon_class=unknown phylum=Micraarchaeota organism_tax=CG_Micra_01, Micraarchaeota, Archaea",Micrarchaeota,IIIb
434,"gi|1572539554|emb|VDD88846.1| RuBisCO long chain, Form II/III [uncultured bacterium]",Peregrinibacteria,II/III
435,"gi|1572541027|emb|VDS11140.1| RuBisCO long chain, Form II/III [uncultured DPANN archaeon] >gi|1572541091|emb|VDS11172.1| RuBisCO long chain, Form II/III [uncultured Candidatus Woesearchaeota archaeon] >gi|1572541105|emb|VDS11179.1| RuBisCO long chain, Form II/III [uncultured Candidatus Woesearchaeota archaeon]",Woesearchaeota,II/III
436,"gi|1308750508|gb|PKN02430.1| ribulose 1,5-bisphosphate carboxylase [Candidatus Dojkabacteria bacterium HGW-Dojkabacteria-1]",Dojkabacteria,II/III
437,"gi|1572539676|emb|VDD88940.1| RuBisCO long chain, Form III-b [uncultured bacterium]",Amesbacteria,IIIb
438,"gi|1572539448|emb|VDD88765.1| RuBisCO long chain, Form unknown [uncultured bacterium]",Gottesmanbacteria,unknown
439,gi|1276406858|gb|PIN77236.1| type III ribulose-bisphosphate carboxylase [Candidatus Woesearchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_34_12],Woesearchaeota,IIIb
440,"gi|1572539512|emb|VDD88812.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Micrarchaeota,IIIb
441,"gi|1572539516|emb|VDD88814.1| RuBisCO long chain, Form unknown [uncultured archaeon]",Micrarchaeota,unknown
442,"gi|1572539588|emb|VDD88873.1| RuBisCO long chain, Form III-b [uncultured bacterium]",Amesbacteria,IIIb
443,"gi|1572539418|emb|VDD88745.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
444,gi|1572541087|emb|VDS11170.1| RuBisCO long chain [uncultured Aenigmarchaeota archaeon],Aenigmarchaeota,unknown
445,"gi|1572540009|emb|VDD89033.1| RuBisCO long chain, Form III-c [uncultured bacterium]",Kuenenbacteria,IIIc
446,"gi|1572539959|emb|VDD88991.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
447,"gi|1572540063|emb|VDD89076.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Micrarchaeota,IIIb
448,"gi|1278357258|gb|PIY97215.1| ribulose-bisphosphate carboxylase large subunit [Candidatus Kerfeldbacteria bacterium CG_4_10_14_0_8_um_filter_42_10] >gi|1572539622|emb|VDD88894.1| RuBisCO long chain, Form III-c [uncultured bacterium]",Parcubacteria,IIIc
449,"gi|1572539540|emb|VDD88835.1| RuBisCO long chain, Form III-c [uncultured bacterium]",Falkowbacteria,IIIc
450,"gi|1572539494|emb|VDD88792.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Micrarchaeota,IIIb
451,"gi|1572539396|emb|VDD88723.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
452,"gi|1572539927|emb|VDD88963.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
453,"gi|1572540083|emb|VDD89090.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Micrarchaeota,IIIb
454,"gi|1572541081|emb|VDS11167.1| RuBisCO long chain, Form III-b [uncultured Candidatus Micrarchaeota archaeon] >gi|1572541113|emb|VDS11183.1| RuBisCO long chain, Form III-b [uncultured Candidatus Micrarchaeota archaeon]",Micrarchaeota,IIIb
455,"gi|1572541147|emb|VDS11200.1| RuBisCO long chain, Form III-b [uncultured DPANN archaeon]",unknown,IIIb
456,"gi|1572540003|emb|VDD89030.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Micrarchaeota,IIIb
457,"gi|1572539412|emb|VDD88742.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
458,"gi|1572539600|emb|VDD88879.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
459,"gi|1572539919|emb|VDD88956.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Micrarchaeota,IIIb
460,"gi|1572539432|emb|VDD88753.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Micrarchaeota,IIIb
461,"gi|1572539416|emb|VDD88744.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
462,"gi|1572539652|emb|VDD88917.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
463,"gi|737032401|ref|WP_035027759.1| MULTISPECIES: form I ribulose bisphosphate carboxylase large subunit [Devosia] >gi|630005503|emb|CDP50020.1| Ribulose bisphosphate carboxylase large chain [Devosia sp. DBB001] >gi|674763090|gb|KFL28240.1| ribulose 1,5-bisphosphate carboxylase [Devosia sp. 17-2-E-8]",reference,I
464,"gi|492948739|ref|WP_006056824.1| type III ribulose-bisphosphate carboxylase [Halogeometricum borinquense] >gi|312293261|gb|ADQ67721.1| ribulose 1,5-bisphosphate carboxylase large subunit [Halogeometricum borinquense DSM 11551] >gi|445569023|gb|ELY23598.1| ribulose bisophosphate carboxylase [Halogeometricum borinquense DSM 11551] >gi|1569093252|gb|RYJ14855.1| type III ribulose-bisphosphate carboxylase [Halogeometricum borinquense]",reference,IIIb
465,"gi|735021595|gb|KHO55404.1| ribulose-bisphosphate carboxylase large chain [archaeon GW2011_AR19] >gi|1572539590|emb|VDD88874.1| RuBisCO long chain, Form III-like [uncultured archaeon]",Pacearchaeota,IIIlike
466,"gi|1572539496|emb|VDD88793.1| RuBisCO long chain, Form III-like [uncultured bacterium]",Gottesmanbacteria,IIIlike
467,"gi|1572540249|emb|VDD89207.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Woesearchaeota,IIIb
468,"gi|1572539458|emb|VDD88770.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
469,"gi|1572540291|emb|VDD89242.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
470,"gi|1572539484|emb|VDD88787.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
471,"gi|499216959|ref|WP_010914499.1| MULTISPECIES: ribulose-bisphosphate carboxylase [Mesorhizobium] >gi|14026595|dbj|BAB53192.1| ribulose bisphosphate carboxylase, large subunit [Mesorhizobium japonicum MAFF 303099] >gi|1511908248|gb|RNJ44935.1| ribulose 1,5-bisphosphate carboxylase [Mesorhizobium japonicum] >gi|1565101965|gb|RXT51739.1| ribulose 1,5-bisphosphate carboxylase [Mesorhizobium erdmanii]",reference,IV
472,"gi|1572540225|emb|VDD89186.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
473,"gi|497494967|ref|WP_009809165.1| ribulose-bisphosphate carboxylase [Roseobacter sp. MED193] >gi|85825425|gb|EAQ45624.1| putative ribulose bisphosphate carboxylaseoxygenase,large subunit [Roseobacter sp. MED193]",reference,IV
474,"gi|1572539542|emb|VDD88836.1| RuBisCO long chain, Form III-like [uncultured bacterium]",Gottesmanbacteria,IIIlike
475,"gi|1572539666|emb|VDD88925.1| RuBisCO long chain, Form III-like [uncultured bacterium]",Dojkabacteria,IIIlike
476,"gi|1572539488|emb|VDD88789.1| RuBisCO long chain, Form III-like [uncultured bacterium]",Dojkabacteria,IIIlike
477,"gi|1572539564|emb|VDD88857.1| RuBisCO long chain, Form III-like [uncultured bacterium]",Dojkabacteria,IIIlike
478,"gi|1572539372|emb|VDD88705.1| RuBisCO long chain, Form IV [uncultured bacterium]",Parcubacteria,IV
479,"gi|1572539384|emb|VDD88717.1| RuBisCO long chain, Form III-like [uncultured bacterium]",Dojkabacteria,IIIlike
480,"gi|1572540131|emb|VDD89117.1| RuBisCO long chain, Form IV-like [uncultured bacterium]",Beckwithbacteria,IVlike
481,"gi|1572541021|emb|VDS11137.1| RuBisCO long chain, Form III-b [uncultured DPANN archaeon] >gi|1572541043|emb|VDS11148.1| RuBisCO long chain, Form III-b [uncultured Candidatus Woesearchaeota archaeon]",unknown,IIIb
482,gi|111075030|gb|ABH04879.1| RubisCO-like protein [Heliobacillus mobilis],reference,IV
483,"gi|3183144|sp|Q51856.1|RBL_HYDTE RecName: Full=Ribulose bisphosphate carboxylase large chain; Short=RuBisCO large subunit >gi|505126|dbj|BAA06437.1| ribulose-1,5-bisphosphate carboxylase oxygenase large subunit [Hydrogenophilus thermoluteolus]",reference,I
484,"gi|731517219|gb|AIZ66137.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [synthetic construct]",reference,I
485,"gi|499441115|ref|WP_011128579.1| MULTISPECIES: form I ribulose bisphosphate carboxylase large subunit [Synechococcus] >gi|81574178|sp|Q7U5I8.1|RBL_SYNPX RecName: Full=Ribulose bisphosphate carboxylase large chain; Short=RuBisCO large subunit >gi|33639225|emb|CAE08233.1| Ribulose bisphosphate carboxylase, large chain [Synechococcus sp. WH 8102] >gi|90655625|gb|ABD96461.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [uncultured marine type-A Synechococcus GOM 5D20] >gi|874571805|emb|CRY92688.1| Ribulose bisphosphate carboxylase, large subunit [Synechococcus sp. WH 8103] >gi|1509515577|gb|RNC90414.1| ribulose bisphosphate carboxylase large chain [Synechococcus sp. YX04-3]",reference,I
486,gi|503280792|ref|WP_013515453.1| ribulose-bisphosphate carboxylase [Pseudodesulfovibrio aespoeensis] >gi|316944493|gb|ADU63544.1| Ribulose-bisphosphate carboxylase [Pseudodesulfovibrio aespoeensis Aspo-2],reference,II
487,rifoxyb2_full_scaffold_114_158,Pacearchaeota,II/III
488,rifoxyb2_full_scaffold_114_158,Pacearchaeota,II/III
489,cg2_3.0_scaffold_6121_5,SR1,II/III
490,cg2_3.0_scaffold_6121_5,SR1,II/III
491,RBC2_50 gi|499819577|ref|WP_011500311.1|,reference,II/III
492,RBC2_50 gi|499819577|ref|WP_011500311.1|,reference,II/III
493,CG13_big_fil_rev_8_21_14_2.50_scaffold_6700_4,CPR,IIIb
494,CG13_big_fil_rev_8_21_14_2.50_scaffold_6700_4,CPR,IIIb
495,RifSed_csp2_16ft_2_scaffold_576471_1,Micrarchaeota,IIIb
496,RifSed_csp2_16ft_2_scaffold_576471_1,Micrarchaeota,IIIb
497,cg1_0.2_scaffold_44525_1,Micrarchaeota,IIIb
498,cg1_0.2_scaffold_44525_1,Micrarchaeota,IIIb
499,rifcsphigho2_01_scaffold_346573_2,Micrarchaeota,IIIb
500,rifcsphigho2_01_scaffold_346573_2,Micrarchaeota,IIIb
501,CG_201517_scaffold_79772_2,Pacearchaeota,IIIb
502,CG_201517_scaffold_79772_2,Pacearchaeota,IIIb
503,RBG_13_scaffold_1343_4,Pacearchaeota,IIIb
504,RBG_13_scaffold_1343_4,Pacearchaeota,IIIb
505,gwa1_scaffold_1760_30,Pacearchaeota,IIIb
506,gwa1_scaffold_1760_30,Pacearchaeota,IIIb
507,rifcsphigho2_01_scaffold_53648_5,Pacearchaeota,IIIb
508,rifcsphigho2_01_scaffold_53648_5,Pacearchaeota,IIIb
509,rifcsplowo2_01_scaffold_294211_1,Pacearchaeota,IIIb
510,rifcsplowo2_01_scaffold_294211_1,Pacearchaeota,IIIb
511,rifcsplowo2_01_scaffold_304868_2,Pacearchaeota,IIIb
512,rifcsplowo2_01_scaffold_304868_2,Pacearchaeota,IIIb
513,rifoxyd1_full_scaffold_47708_2,Pacearchaeota,IIIb
514,rifoxyd1_full_scaffold_47708_2,Pacearchaeota,IIIb
515,UBA119contig_8444_4,Woesearchaeota,IIIb
516,UBA119contig_8444_4,Woesearchaeota,IIIb
517,cg1_0.2_scaffold_10457_2,Woesearchaeota,IIIb
518,cg1_0.2_scaffold_10457_2,Woesearchaeota,IIIb
519,gi|493160092|ref|WP_006167759.1| type III ribulose-bisphosphate carboxylase [Natrialba chahannaoensis] >gi|445645721|gb|ELY98720.1| ribulose bisophosphate carboxylase [Natrialba chahannaoensis JCM 10990],reference,IIIb
520,YP001047237_Methanoculleus_marisnigri_JR_REF,reference,IIIb
521,YP001047237_Methanoculleus_marisnigri_JR_REF,reference,IIIb
522,YP004622994_Pyrococcus_yayanosii_CH_REF,reference,IIIb
523,YP004622994_Pyrococcus_yayanosii_CH_REF,reference,IIIb
524,"gi|505404440|ref|WP_015591542.1| type III ribulose-bisphosphate carboxylase [Archaeoglobus sulfaticallidus] >gi|484593303|gb|AGK61946.1| ribulose 1,5-bisphosphate carboxylase large subunit [Archaeoglobus sulfaticallidus PM70-1]",reference,IIIb
525,UBA927contig_123_73,Gottesmanbacteria,IIIc
526,UBA927contig_123_73,Gottesmanbacteria,IIIc
527,rifoxyb1_full_scaffold_633_14,Gottesmanbacteria,IIIc
528,rifoxyb1_full_scaffold_633_14,Gottesmanbacteria,IIIc
529,UBA2177contig_38184_3,Dojkabacteria,IIIlike
530,UBA2177contig_38184_3,Dojkabacteria,IIIlike
531,UBA2222contig_92676_9,Dojkabacteria,IIIlike
532,UBA2222contig_92676_9,Dojkabacteria,IIIlike
533,UBA2278contig_10362_8,Dojkabacteria,IIIlike
534,UBA2278contig_10362_8,Dojkabacteria,IIIlike
535,rifcsphigho2_01_scaffold_387592_2,Gottesmanbacteria,IIIlike
536,rifcsphigho2_01_scaffold_387592_2,Gottesmanbacteria,IIIlike
537,"gwa2_scaffold_4504_16 ribulose bisphosphate carboxylase, type III; K01601 ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39] Tax=RIFCSPLOWO2_01_FULL_OP11_Gottesmanbacteria_42_22_curated id=4562172 bin=""OP11_GWA2_42_18"" species=RIFCSPLOWO2_01_FULL_OP11_Gottesmanbacteria_42_22_curated genus=unknown taxon_order=unknown taxon_class=Gottesmanbacteria phylum=Microgenomates organism_tax=RIFCSPLOWO2_01_FULL_OP11_Gottesmanbacteria_42_22_curated, Gottesmanbacteria, Microgenomates, Bacteria organism_desc=Genome includes RuBisCO",Gottesmanbacteria,IIIlike
538,CG10_big_fil_rev_8_21_14_0.10_scaffold_617_c_46,Pacearchaeota,IIIlike
539,CG10_big_fil_rev_8_21_14_0.10_scaffold_617_c_46,Pacearchaeota,IIIlike
540,rifcsplowo2_01_scaffold_352176_1,Pacearchaeota,IIIlike
541,rifcsplowo2_01_scaffold_352176_1,Pacearchaeota,IIIlike
542,"gwf1_scaffold_1054_12 Ribulose bisphosphate carboxylase {ECO:0000313|EMBL:KKT28340.1}; TaxID=1618957 species=""Bacteria; Parcubacteria.;"" source=""Parcubacteria bacterium GW2011_GWF1_43_9.;"" id=2435743 bin=""GWF1_OD1_rub_43_9"" species=Parcubacteria bacterium GW2011_GWF1_43_9 genus=unknown taxon_order=unknown taxon_class=unknown phylum=Parcubacteria organism_tax=Parcubacteria bacterium GW2011_GWF1_43_9, Parcubacteria, Bacteria",Veblenbacteria,IIIlike
543,"gi|1572539502|emb|VDD88803.1| RuBisCO long chain, Form II/III [uncultured bacterium]",Peregrinibacteria,II/III
544,"gi|1276424375|gb|PIN88808.1| ribulose 1,5-bisphosphate carboxylase [Candidatus Pacearchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_35_13]",Pacearchaeota,II/III
545,"gi|1572541153|emb|VDS11203.1| RuBisCO long chain, Form II/III [uncultured Candidatus Pacearchaeota archaeon]",Pacearchaeota,II/III
546,"gi|1572539987|emb|VDD89011.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Micrarchaeota,IIIb
547,"gi|1572539440|emb|VDD88761.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
548,"gi|1572540099|emb|VDD89101.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
549,"gi|1572540511|emb|VDD89260.1| RuBisCO long chain, Form III-b [uncultured archaeon]",unknown,IIIb
550,"gi|1572540011|emb|VDD89034.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Micrarchaeota,IIIb
551,"gi|1572540513|emb|VDD89261.1| RuBisCO long chain, Form unknown [uncultured bacterium]",Peregrinibacteria,unknown
552,"gi|110620422|emb|CAJ35700.1| ribulose 1,5-bisphosphate carboxylase (RuBisCO),large subunit [Methanocella arvoryzae MRE50]",reference,IIIa
553,"gi|1572539965|emb|VDD88994.1| RuBisCO long chain, Form III-c [uncultured bacterium]",Falkowbacteria,IIIc
554,"gi|1572540305|emb|VDD89249.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
555,"gi|1572539366|emb|VDD88699.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Aenigmarchaeota,IIIb
556,"gi|1572540213|emb|VDD89175.1| RuBisCO long chain, Form III-c [uncultured bacterium]",Kuenenbacteria,IIIc
557,"gi|1572539568|emb|VDD88859.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
558,"gi|1572539422|emb|VDD88748.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
559,gi|659880890|ref|WP_029927633.1| form I ribulose bisphosphate carboxylase large subunit [Nocardia otitidiscaviarum],reference,I
560,"gi|1572539552|emb|VDD88845.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Micrarchaeota,IIIb
561,"gi|1572541017|emb|VDS11135.1| RuBisCO long chain, Form III-b [uncultured Candidatus Pacearchaeota archaeon]",Pacearchaeota,IIIb
562,"gi|1572540169|emb|VDD89151.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
563,"gi|1572540289|emb|VDD89241.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
564,"gi|1572540229|emb|VDD89188.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
565,"gi|1572539454|emb|VDD88768.1| RuBisCO long chain, Form III-like [uncultured archaeon]",Pacearchaeota,IIIlike
566,"gi|1572540047|emb|VDD89060.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
567,"gi|1572540235|emb|VDD89191.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
568,"gi|1572541099|emb|VDS11176.1| RuBisCO long chain, Form III-b [uncultured Candidatus Woesearchaeota archaeon]",Woesearchaeota,IIIb
569,"gi|1572539392|emb|VDD88721.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
570,"gi|1572539654|emb|VDD88919.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
571,"gi|1572539592|emb|VDD88875.1| RuBisCO long chain, Form III-like [uncultured archaeon]",Pacearchaeota,IIIlike
572,"gi|1572539993|emb|VDD89022.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
573,"gi|1572539352|emb|VDD88682.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
574,"gi|1572539382|emb|VDD88716.1| RuBisCO long chain, Form III-like [uncultured bacterium]",Parcubacteria,IIIlike
575,"gi|1572539698|emb|VDD88951.1| RuBisCO long chain, Form III-like [uncultured bacterium]",Roizmanbacteria,IIIlike
576,"gi|1572539420|emb|VDD88747.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
577,"gi|1572539638|emb|VDD88905.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Aenigmarchaeota,IIIb
578,"gi|1572539410|emb|VDD88738.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
579,"gi|1572539620|emb|VDD88893.1| RuBisCO long chain, Form III-like [uncultured archaeon]",Pacearchaeota,IIIlike
580,"gi|1572540049|emb|VDD89062.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
581,"gi|1572539971|emb|VDD89003.1| RuBisCO long chain, Form III-like [uncultured archaeon]",Woesearchaeota,IIIlike
582,TARA_137.SAMEA2623314.375.0.22-3_679068_26 /annotation=ribulose bisophosphate carboxylase/domain=Archaea /phylum=Pacearchaeota,Pacearchaeota,IIIb
583,"TARA_039.SAMEA2620106.270.0.1-0.22_774_36 /annotation=ribulose bisphosphate carboxylase, type III (EC:4.1.1.39) /ngenes=45",Pacearchaeota,IIIlike
584,"TARA_039.SAMEA2620106.270.0.1-0.22_3514_9 /annotation=ribulose bisphosphate carboxylase, type III (EC:4.1.1.39) /domain=Archaea",Pacearchaeota,IIIlike
585,"gi|500137273|ref|WP_011813278.1| ribulose-bisphosphate carboxylase [Halorhodospira halophila] >gi|121588675|gb|ABM61255.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Halorhodospira halophila SL1]",reference,IV
586,"gi|75428927|sp|Q48952.1|RBL_MOBAS RecName: Full=Ribulose bisphosphate carboxylase large chain; Short=RuBisCO large subunit >gi|567189|gb|AAB41464.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Aurantimonas manganoxydans SI85-9A1]",reference,I
587,"gi|500137840|ref|WP_011813845.1| form I ribulose bisphosphate carboxylase large subunit [Halorhodospira halophila] >gi|158514013|sp|A1WVW0.1|RBL_HALHL RecName: Full=Ribulose bisphosphate carboxylase large chain; Short=RuBisCO large subunit >gi|121589242|gb|ABM61822.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Halorhodospira halophila SL1]",reference,I
588,Nitrosomonas_eutropha_YP_74703_REF,reference,I
589,Nitrosomonas_eutropha_YP_74703_REF,reference,I
